cowcode,stateabb,statename,relevance,from,to,group,size,status,warid,warid2,groupid,cowgroupid
517,RWA,Rwanda,Yes,1995,2000,Tutsi,0.15,DOMINANT,,,2000,51702000
517,RWA,Rwanda,Yes,2001,2005,Hutu,0.84,POWERLESS,28102,,1000,51701000
517,RWA,Rwanda,Yes,2001,2005,Tutsi,0.15,DOMINANT,,,2000,51702000
520,SOM,Somalia,No,1960,2005,,,,,,,
530,ET,Ethiopia,Yes,1946,1951,Oroma,0.4,DISCRIMINATED,32200,,6000,53006000
530,ET,Ethiopia,Yes,1946,1951,Amhara,0.25,DOMINANT,,,2000,53002000
530,ET,Ethiopia,Yes,1946,1951,Tigry,0.07,DISCRIMINATED,17001,,9000,53009000
530,ET,Ethiopia,Yes,1946,1951,Somali (Ogaden),0.06,DISCRIMINATED,23300,,8000,53008000
530,ET,Ethiopia,Yes,1946,1951,Afar,0.018,DISCRIMINATED,26900,,1000,53001000
530,ET,Ethiopia,Yes,1946,1951,Beni-Shugal-Gumez,0.005,IRRELEVANT,,,3000,53003000
530,ET,Ethiopia,Yes,1946,1951,Harari,0.0004,IRRELEVANT,,,5000,53005000
530,ET,Ethiopia,Yes,1952,1990,Oroma,0.4,DISCRIMINATED,32200,,6000,53006000
530,ET,Ethiopia,Yes,1952,1990,Amhara,0.25,DOMINANT,,,2000,53002000
530,ET,Ethiopia,Yes,1952,1990,Tigry,0.07,DISCRIMINATED,17001,,9000,53009000
530,ET,Ethiopia,Yes,1952,1990,Somali (Ogaden),0.06,DISCRIMINATED,23300,,8000,53008000
530,ET,Ethiopia,Yes,1952,1990,Afar,0.018,DISCRIMINATED,26900,,1000,53001000
530,ET,Ethiopia,Yes,1952,1990,Beni-Shugal-Gumez,0.005,IRRELEVANT,,,3000,53003000
530,ET,Ethiopia,Yes,1952,1990,Harari,0.0004,IRRELEVANT,,,5000,53005000
530,ET,Ethiopia,Yes,1952,1990,Christian Eritreans,0.03,DISCRIMINATED,17801,,10000,53010000
530,ET,Ethiopia,Yes,1952,1990,Muslim Eritreans,0.03,DISCRIMINATED,17800,,11000,53011000
530,ET,Ethiopia,Yes,1991,1991,Oroma,0.4,DISCRIMINATED,32200,,6000,53006000
530,ET,Ethiopia,Yes,1991,1991,Amhara,0.25,DOMINANT,,,2000,53002000
530,ET,Ethiopia,Yes,1991,1991,Tigry,0.07,DISCRIMINATED,17001,,9000,53009000
530,ET,Ethiopia,Yes,1991,1991,Somali (Ogaden),0.06,DISCRIMINATED,23300,,8000,53008000
530,ET,Ethiopia,Yes,1991,1991,Afar,0.018,DISCRIMINATED,26900,,1000,53001000
530,ET,Ethiopia,Yes,1991,1991,Beni-Shugal-Gumez,0.005,IRRELEVANT,,,3000,53003000
530,ET,Ethiopia,Yes,1991,1991,Harari,0.0004,IRRELEVANT,,,5000,53005000
530,ET,Ethiopia,Yes,1991,1991,Christian Eritreans,0.03,SEPARATIST AUTONOMY,17801,,10000,53010000
530,ET,Ethiopia,Yes,1991,1991,Muslim Eritreans,0.03,SEPARATIST AUTONOMY,17800,,11000,53011000
530,ET,Ethiopia,Yes,1992,1992,Oroma,0.4,JUNIOR PARTNER,32200,,6000,53006000
530,ET,Ethiopia,Yes,1992,1992,Amhara,0.25,JUNIOR PARTNER,,,2000,53002000
530,ET,Ethiopia,Yes,1992,1992,Tigry,0.07,SENIOR PARTNER,,,9000,53009000
530,ET,Ethiopia,Yes,1992,1992,Somali (Ogaden),0.06,DISCRIMINATED,,,8000,53008000
530,ET,Ethiopia,Yes,1992,1992,Afar,0.018,DISCRIMINATED,,,1000,53001000
530,ET,Ethiopia,Yes,1992,1992,Beni-Shugal-Gumez,0.005,IRRELEVANT,,,3000,53003000
530,ET,Ethiopia,Yes,1992,1992,Harari,0.0004,IRRELEVANT,,,5000,53005000
530,ET,Ethiopia,Yes,1992,1992,Christian Eritreans,0.03,SEPARATIST AUTONOMY,,,10000,53010000
530,ET,Ethiopia,Yes,1992,1992,Muslim Eritreans,0.03,SEPARATIST AUTONOMY,,,11000,53011000
530,ET,Ethiopia,Yes,1993,1995,Oroma,0.32,JUNIOR PARTNER,32200,,6000,53006000
530,ET,Ethiopia,Yes,1993,1995,Amhara,0.3,JUNIOR PARTNER,,,2000,53002000
530,ET,Ethiopia,Yes,1993,1995,Other Southern Nations,0.218,IRRELEVANT,,,7000,53007000
530,ET,Ethiopia,Yes,1993,1995,Tigry,0.06,SENIOR PARTNER,,,9000,53009000
530,ET,Ethiopia,Yes,1993,1995,Somali (Ogaden),0.06,DISCRIMINATED,,,8000,53008000
530,ET,Ethiopia,Yes,1993,1995,Afar,0.018,DISCRIMINATED,,,1000,53001000
530,ET,Ethiopia,Yes,1993,1995,Beni-Shugal-Gumez,0.005,IRRELEVANT,,,3000,53003000
530,ET,Ethiopia,Yes,1993,1995,Harari,0.0004,IRRELEVANT,,,5000,53005000
530,ET,Ethiopia,Yes,1996,2005,Oroma,0.32,JUNIOR PARTNER,32200,,6000,53006000
530,ET,Ethiopia,Yes,1996,2005,Amhara,0.3,JUNIOR PARTNER,,,2000,53002000
530,ET,Ethiopia,Yes,1996,2005,Other Southern Nations,0.218,REGIONAL AUTONOMY,,,7000,53007000
530,ET,Ethiopia,Yes,1996,2005,Tigry,0.06,SENIOR PARTNER,,,9000,53009000
530,ET,Ethiopia,Yes,1996,2005,Somali (Ogaden),0.06,DISCRIMINATED,23301,,8000,53008000
530,ET,Ethiopia,Yes,1996,2005,Afar,0.018,DISCRIMINATED,26901,,1000,53001000
530,ET,Ethiopia,Yes,1996,2005,Beni-Shugal-Gumez,0.005,REGIONAL AUTONOMY,,,3000,53003000
530,ET,Ethiopia,Yes,1996,2005,Harari,0.0004,REGIONAL AUTONOMY,,,5000,53005000
531,ER,Eritrea,Yes,1993,2005,Christians,0.48,SENIOR PARTNER,,,1000,53101000
531,ER,Eritrea,Yes,1993,2005,Muslims,0.5,JUNIOR PARTNER,23000,,2000,53102000
540,AO,Angola,Yes,1975,2002,Ovimbundu-Ovambo,0.38,DISCRIMINATED,23100,,5000,54005000
540,AO,Angola,Yes,1975,2002,Mbundu-Mestico,0.26,MONOPOLY,,,4000,54004000
540,AO,Angola,Yes,1975,2002,Bakongo,0.13,POWERLESS,,,1000,54001000
540,AO,Angola,Yes,1975,2002,Lunda-Chokwe,0.09,DISCRIMINATED,23100,,3000,54003000
540,AO,Angola,Yes,1975,2002,Cabindan Mayombe,0.02,POWERLESS,29400,,2000,54002000
540,AO,Angola,Yes,2003,2005,Ovimbundu-Ovambo,0.38,POWERLESS,,,5000,54005000
540,AO,Angola,Yes,2003,2005,Mbundu-Mestico,0.26,DOMINANT,,,4000,54004000
540,AO,Angola,Yes,2003,2005,Bakongo,0.13,POWERLESS,,,1000,54001000
540,AO,Angola,Yes,2003,2005,Lunda-Chokwe,0.09,POWERLESS,,,3000,54003000
540,AO,Angola,Yes,2003,2005,Cabindan Mayombe,0.02,POWERLESS,29400,,2000,54002000
541,MZ,Mozambique,Yes,1975,1994,Tsonga-Chopi,0.287,SENIOR PARTNER,,,4000,54104000
541,MZ,Mozambique,Yes,1975,1994,Shona-Ndau,0.098,POWERLESS,23600,,3000,54103000
541,MZ,Mozambique,Yes,1975,1994,Makonde-Yao,0.067,JUNIOR PARTNER,,,1000,54101000
541,MZ,Mozambique,Yes,1995,2005,Tsonga-Chopi,0.287,DOMINANT,,,4000,54104000
541,MZ,Mozambique,Yes,1995,2005,Shona-Ndau,0.098,POWERLESS,,,3000,54103000
541,MZ,Mozambique,Yes,1995,2005,Makonde-Yao,0.067,POWERLESS,,,1000,54101000
551,ZAM,Zambia,Yes,1964,2005,Bemba speakers,0.43,SENIOR PARTNER,,,1000,55101000
551,ZAM,Zambia,Yes,1964,2005,Tonga-Ila-Lenje,0.19,SENIOR PARTNER,,,7000,55107000
551,ZAM,Zambia,Yes,1964,2005,Nyanja speakers (Easterners),0.18,SENIOR PARTNER,,,6000,55106000
551,ZAM,Zambia,Yes,1964,2005,Lozi (Barotse),0.08,SENIOR PARTNER,,,3000,55103000
551,ZAM,Zambia,Yes,1964,2005,Lunda (NW Province),0.05,JUNIOR PARTNER,,,4000,55104000
551,ZAM,Zambia,Yes,1964,2005,Luvale (NW Province),0.04,JUNIOR PARTNER,,,5000,55105000
551,ZAM,Zambia,Yes,1964,2005,Kaonde,0.03,JUNIOR PARTNER,,,2000,55102000
552,ZIM,Zimbabwe,Yes,1965,1979,Africans,0.97,DISCRIMINATED,22200,,1000,55201000
552,ZIM,Zimbabwe,Yes,1965,1979,Europeans,0.03,MONOPOLY,,,2000,55202000
552,ZIM,Zimbabwe,Yes,1980,1981,Shona,0.77,SENIOR PARTNER,,,1200,55201200
552,ZIM,Zimbabwe,Yes,1980,1981,Ndebele-Kalanga-(Tonga),0.2,JUNIOR PARTNER,,,1100,55201100
552,ZIM,Zimbabwe,Yes,1980,1981,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000
552,ZIM,Zimbabwe,Yes,1982,1987,Shona (minus Ndau),0.74,SENIOR PARTNER,,,1220,55201220
552,ZIM,Zimbabwe,Yes,1982,1987,Ndebele-Kalanga-(Tonga),0.2,DISCRIMINATED,,,1100,55201100
552,ZIM,Zimbabwe,Yes,1982,1987,Ndau (Shona sub-group),0.03,DISCRIMINATED,,,1210,55201210
552,ZIM,Zimbabwe,Yes,1982,1987,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000
552,ZIM,Zimbabwe,Yes,1988,1991,Shona (minus Manyika & Ndau),0.61,SENIOR PARTNER,,,1222,55201222
552,ZIM,Zimbabwe,Yes,1988,1991,Ndebele-Kalanga-(Tonga),0.2,JUNIOR PARTNER,,,1100,55201100
552,ZIM,Zimbabwe,Yes,1988,1991,Manyika (Shona sub-group),0.13,DISCRIMINATED,,,1221,55201221
552,ZIM,Zimbabwe,Yes,1988,1991,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000
552,ZIM,Zimbabwe,Yes,1988,1991,Ndau (Shona sub-group),0.03,DISCRIMINATED,,,1210,55201210
552,ZIM,Zimbabwe,Yes,1992,1999,Shona,0.77,SENIOR PARTNER,,,1200,55201200
552,ZIM,Zimbabwe,Yes,1992,1999,Ndebele-Kalanga-(Tonga),0.2,JUNIOR PARTNER,,,1100,55201100
552,ZIM,Zimbabwe,Yes,1992,1999,Europeans,0.03,JUNIOR PARTNER,,,2000,55202000
552,ZIM,Zimbabwe,Yes,2000,2005,Shona,0.77,DOMINANT,,,1200,55201200
552,ZIM,Zimbabwe,Yes,2000,2005,Ndebele-Kalanga-(Tonga),0.2,DISCRIMINATED,,,1100,55201100
552,ZIM,Zimbabwe,Yes,2000,2005,Europeans,0.03,DISCRIMINATED,,,2000,55202000
553,MI,Malawi,Yes,1964,1993,Chewa,0.28,SENIOR PARTNER,,,1000,55301000
553,MI,Malawi,Yes,1964,1993,Lomwe (Nguru),0.19,JUNIOR PARTNER,,,2000,55302000
553,MI,Malawi,Yes,1964,1993,Manganja-Nyanja,0.15,JUNIOR PARTNER,,,3000,55303000
553,MI,Malawi,Yes,1964,1993,Yao,0.14,JUNIOR PARTNER,,,7000,55307000
553,MI,Malawi,Yes,1964,1993,Ngoni,0.09,SENIOR PARTNER,,,4000,55304000
553,MI,Malawi,Yes,1964,1993,Northerners (Nkonde-Tonga-Tumbuka),0.08,JUNIOR PARTNER,,,5000,55305000
553,MI,Malawi,Yes,1964,1993,Sena,0.04,JUNIOR PARTNER,,,6000,55306000
553,MI,Malawi,Yes,1994,2005,Chewa,0.28,JUNIOR PARTNER,,,1000,55301000
553,MI,Malawi,Yes,1994,2005,Lomwe (Nguru),0.19,SENIOR PARTNER,,,2000,55302000
553,MI,Malawi,Yes,1994,2005,Mananja-Nyanja,0.15,SENIOR PARTNER,,,3000,55303000
553,MI,Malawi,Yes,1994,2005,Yao,0.14,SENIOR PARTNER,,,7000,55307000
553,MI,Malawi,Yes,1994,2005,Ngoni,0.09,JUNIOR PARTNER,,,4000,55304000
553,MI,Malawi,Yes,1994,2005,Northerners (Nkonde-Tonga-Tumbuka),0.08,JUNIOR PARTNER,,,5000,55305000
553,MI,Malawi,Yes,1994,2005,Sena,0.04,JUNIOR PARTNER,,,6000,55306000
560,SF,South Africa,Yes,1946,1947,Zulu,0.22,DISCRIMINATED,,,6000,56006000
560,SF,South Africa,Yes,1946,1947,Xhosa,0.18,DISCRIMINATED,,,5000,56005000
560,SF,South Africa,Yes,1946,1947,Afrikaners,0.085,POWERLESS,,,1000,56001000
560,SF,South Africa,Yes,1946,1947,Coloreds,0.085,POWERLESS,,,3000,56003000
560,SF,South Africa,Yes,1946,1947,English speakers,0.045,DOMINANT,,,4000,56004000
560,SF,South Africa,Yes,1946,1947,Asians,0.025,POWERLESS,,,2000,56002000
560,SF,South Africa,Yes,1948,1989,Zulu,0.22,DISCRIMINATED,25100,,6000,56006000
560,SF,South Africa,Yes,1948,1989,Xhosa,0.18,DISCRIMINATED,25100,,5000,56005000
560,SF,South Africa,Yes,1948,1989,Coloreds,0.085,DISCRIMINATED,,,3000,56003000
560,SF,South Africa,Yes,1948,1989,Afrikaners,0.085,MONOPOLY,,,1000,56001000
560,SF,South Africa,Yes,1948,1989,English speakers,0.045,POWERLESS,,,4000,56004000
560,SF,South Africa,Yes,1948,1989,Asians,0.025,DISCRIMINATED,,,2000,56002000
560,SF,South Africa,Yes,1990,1993,Zulu,0.22,POWERLESS,,,6000,56006000
560,SF,South Africa,Yes,1990,1993,Xhosa,0.18,POWERLESS,,,5000,56005000
560,SF,South Africa,Yes,1990,1993,Afrikaners,0.085,DOMINANT,,,1000,56001000
560,SF,South Africa,Yes,1990,1993,Coloreds,0.085,POWERLESS,,,3000,56003000
560,SF,South Africa,Yes,1990,1993,English speakers,0.045,POWERLESS,,,4000,56004000
560,SF,South Africa,Yes,1990,1993,Asians,0.025,POWERLESS,,,2000,56002000
560,SF,South Africa,Yes,1994,2005,Zulu,0.22,JUNIOR PARTNER,,,6000,56006000
560,SF,South Africa,Yes,1994,2005,Xhosa,0.18,SENIOR PARTNER,,,5000,56005000
560,SF,South Africa,Yes,1994,2005,Coloreds,0.085,JUNIOR PARTNER,,,3000,56003000
560,SF,South Africa,Yes,1994,2005,Afrikaners,0.085,JUNIOR PARTNER,,,1000,56001000
560,SF,South Africa,Yes,1994,2005,English speakers,0.045,JUNIOR PARTNER,,,4000,56004000
560,SF,South Africa,Yes,1994,2005,Asians,0.025,JUNIOR PARTNER,,,2000,56002000
565,NAM,Namibia,Yes,1990,2005,Ovambo,0.498,SENIOR PARTNER,,,9000,56509000
565,NAM,Namibia,Yes,1990,2005,Kavango,0.094,JUNIOR PARTNER,,,6000,56506000
565,NAM,Namibia,Yes,1990,2005,"Herero, Mbanderu",0.075,JUNIOR PARTNER,,,5000,56505000
565,NAM,Namibia,Yes,1990,2005,Whites,0.063,JUNIOR PARTNER,,,11000,56511000
565,NAM,Namibia,Yes,1990,2005,Nama,0.048,REGIONAL AUTONOMY,,,8000,56508000
565,NAM,Namibia,Yes,1990,2005,Damara,0.045,JUNIOR PARTNER,,,4000,56504000
565,NAM,Namibia,Yes,1990,2005,Coloreds,0.04,JUNIOR PARTNER,,,3000,56503000
565,NAM,Namibia,Yes,1990,2005,San,0.03,DISCRIMINATED,,,10000,56510000
565,NAM,Namibia,Yes,1990,2005,Basubia,0.03,REGIONAL AUTONOMY,,,2000,56502000
565,NAM,Namibia,Yes,1990,2005,Mafwe,0.03,POWERLESS,,,7000,56507000
565,NAM,Namibia,Yes,1990,2005,Baster,0.023,REGIONAL AUTONOMY,,,1000,56501000
570,LES,Lesotho,No,1966,2005,,,,,,,
571,BOT,Botswana,Yes,1966,2005,"San (Bushmen, Basarwa)",0.02,DISCRIMINATED,,,11000,57111000
572,SWA,Swaziland,No,1968,2005,,,,,,,
580,MA,Madagascar,Yes,1960,1972,Côtiers,0.479,DOMINANT,,,1000,58001000
580,MA,Madagascar,Yes,1960,1972,Highlanders,0.395,POWERLESS,,,2000,58002000
580,MA,Madagascar,Yes,1973,1975,Côtiers,0.479,JUNIOR PARTNER,,,1000,58001000
580,MA,Madagascar,Yes,1973,1975,Highlanders,0.395,SENIOR PARTNER,,,2000,58002000
580,MA,Madagascar,Yes,1976,1992,Côtiers,0.479,SENIOR PARTNER,,,1000,58001000
580,MA,Madagascar,Yes,1976,1992,Highlanders,0.395,JUNIOR PARTNER,,,2000,58002000
580,MA,Madagascar,No,1993,2005,Côtiers,0.479,IRRELEVANT,,,1000,58001000
580,MA,Madagascar,No,1993,2005,Highlanders,0.395,IRRELEVANT,,,2000,58002000
600,MOR,Morocco,Yes,1956,2005,Berbers,0.4,POWERLESS,,,1000,60001000
615,ALG,Algeria,Yes,1962,2005,Arabs,0.72,DOMINANT,,,1000,61501000
615,ALG,Algeria,Yes,1962,2005,Berbers,0.27,POWERLESS,,,2000,61502000
616,TUN,Tunisia,No,1956,2005,,,,,,,
620,LIB,Libya,No,1951,2005,,,,,,,
625,SUD,Sudan,Yes,1956,1971,Other Arab groups,0.25,POWERLESS,,,9000,62509000
625,SUD,Sudan,Yes,1956,1971,Other Northern groups,0.17,POWERLESS,,,10000,62510000
625,SUD,Sudan,Yes,1956,1971,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",0.15,DOMINANT,,,12000,62512000
625,SUD,Sudan,Yes,1956,1971,Dinka,0.1,POWERLESS,,,4000,62504000
625,SUD,Sudan,Yes,1956,1971,Other Southern groups,0.09,POWERLESS,18500,,11000,62511000
625,SUD,Sudan,Yes,1956,1971,Beja,0.06,POWERLESS,,,3000,62503000
625,SUD,Sudan,Yes,1956,1971,Nuba,0.05,POWERLESS,,,7000,62507000
625,SUD,Sudan,Yes,1956,1971,Nuer,0.05,POWERLESS,,,8000,62508000
625,SUD,Sudan,Yes,1956,1971,Bari,0.02,POWERLESS,18500,,2000,62502000
625,SUD,Sudan,Yes,1956,1971,Azande,0.02,POWERLESS,18500,,1000,62501000
625,SUD,Sudan,Yes,1956,1971,Fur,0.02,POWERLESS,,,5000,62505000
625,SUD,Sudan,Yes,1956,1971,Latoka,0.01,POWERLESS,18500,,6000,62506000
625,SUD,Sudan,Yes,1956,1971,Shilluk,0.01,POWERLESS,,,13000,62513000
625,SUD,Sudan,Yes,1972,1982,Other Arab groups,0.25,POWERLESS,,,9000,62509000
625,SUD,Sudan,Yes,1972,1982,Other Northern groups,0.17,POWERLESS,,,10000,62510000
625,SUD,Sudan,Yes,1972,1982,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",0.15,DOMINANT,,,12000,62512000
625,SUD,Sudan,Yes,1972,1982,Dinka,0.1,REGIONAL AUTONOMY,,,4000,62504000
625,SUD,Sudan,Yes,1972,1982,Other Southern groups,0.09,POWERLESS,,,11000,62511000
625,SUD,Sudan,Yes,1972,1982,Beja,0.06,POWERLESS,,,3000,62503000
625,SUD,Sudan,Yes,1972,1982,Nuba,0.05,POWERLESS,,,7000,62507000
625,SUD,Sudan,Yes,1972,1982,Nuer,0.05,REGIONAL AUTONOMY,,,8000,62508000
625,SUD,Sudan,Yes,1972,1982,Bari,0.02,REGIONAL AUTONOMY,,,2000,62502000
625,SUD,Sudan,Yes,1972,1982,Fur,0.02,POWERLESS,,,5000,62505000
625,SUD,Sudan,Yes,1972,1982,Azande,0.02,REGIONAL AUTONOMY,,,1000,62501000
625,SUD,Sudan,Yes,1972,1982,Shilluk,0.01,REGIONAL AUTONOMY,,,13000,62513000
625,SUD,Sudan,Yes,1972,1982,Latoka,0.01,REGIONAL AUTONOMY,,,6000,62506000
625,SUD,Sudan,Yes,1983,2002,Other Arab groups,0.25,POWERLESS,,,9000,62509000
625,SUD,Sudan,Yes,1983,2002,Other Northern groups,0.17,POWERLESS,,,10000,62510000
625,SUD,Sudan,Yes,1983,2002,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",0.15,DOMINANT,,,12000,62512000
625,SUD,Sudan,Yes,1983,2002,Dinka,0.1,POWERLESS,18501,,4000,62504000
625,SUD,Sudan,Yes,1983,2002,Other Southern groups,0.09,POWERLESS,,,11000,62511000
625,SUD,Sudan,Yes,1983,2002,Beja,0.06,POWERLESS,,,3000,62503000
625,SUD,Sudan,Yes,1983,2002,Nuba,0.05,POWERLESS,18501,,7000,62507000
625,SUD,Sudan,Yes,1983,2002,Nuer,0.05,POWERLESS,18501,,8000,62508000
625,SUD,Sudan,Yes,1983,2002,Fur,0.02,POWERLESS,,,5000,62505000
625,SUD,Sudan,Yes,1983,2002,Azande,0.02,POWERLESS,,,1000,62501000
625,SUD,Sudan,Yes,1983,2002,Bari,0.02,POWERLESS,,,2000,62502000
625,SUD,Sudan,Yes,1983,2002,Latoka,0.01,POWERLESS,,,6000,62506000
625,SUD,Sudan,Yes,1983,2002,Shilluk,0.01,POWERLESS,,,13000,62513000
625,SUD,Sudan,Yes,2003,2005,Other Arab groups,0.25,POWERLESS,,,9000,62509000
625,SUD,Sudan,Yes,2003,2005,Other Northern groups,0.17,POWERLESS,,,10000,62510000
625,SUD,Sudan,Yes,2003,2005,"Shaygiyya, Ja'aliyyin and Danagla (Arab)",0.15,DOMINANT,,,12000,62512000
625,SUD,Sudan,Yes,2003,2005,Dinka,0.1,POWERLESS,,,4000,62504000
625,SUD,Sudan,Yes,2003,2005,Other Southern groups,0.09,POWERLESS,21302,,11000,62511000
625,SUD,Sudan,Yes,2003,2005,Beja,0.06,POWERLESS,,,3000,62503000
625,SUD,Sudan,Yes,2003,2005,Nuba,0.05,POWERLESS,,,7000,62507000
625,SUD,Sudan,Yes,2003,2005,Nuer,0.05,POWERLESS,,,8000,62508000
625,SUD,Sudan,Yes,2003,2005,Azande,0.02,POWERLESS,,,1000,62501000
625,SUD,Sudan,Yes,2003,2005,Fur,0.02,DISCRIMINATED,21302,,5000,62505000
625,SUD,Sudan,Yes,2003,2005,Bari,0.02,POWERLESS,,,2000,62502000
625,SUD,Sudan,Yes,2003,2005,Latoka,0.01,POWERLESS,,,6000,62506000
625,SUD,Sudan,Yes,2003,2005,Shilluk,0.01,POWERLESS,,,13000,62513000
630,IRN,Iran,Yes,1946,1946,Persians,0.44,DOMINANT,,,9000,63009000
630,IRN,Iran,Yes,1946,1946,Azeri,0.24,SEPARATIST AUTONOMY,10700,,4000,63004000
630,IRN,Iran,Yes,1946,1946,Kurds,0.08,SEPARATIST AUTONOMY,10600,,8000,63008000
630,IRN,Iran,Yes,1946,1946,Arabs,0.03,POWERLESS,,,1000,63001000
630,IRN,Iran,Yes,1946,1946,Baloch,0.02,IRRELEVANT,,,6000,63006000
630,IRN,Iran,Yes,1946,1946,Turkmen,0.01,POWERLESS,,,10000,63010000
630,IRN,Iran,Yes,1946,1946,Armenians,0.0058,POWERLESS,,,2000,63002000
630,IRN,Iran,Yes,1946,1946,Bahais,0.0049,IRRELEVANT,,,5000,63005000
630,IRN,Iran,Yes,1946,1946,Jews,0.0039,POWERLESS,,,7000,63007000
630,IRN,Iran,Yes,1946,1946,Assyrians,0.0034,POWERLESS,,,3000,63003000
630,IRN,Iran,Yes,1946,1946,Zoroastrians,0.0015,POWERLESS,,,12000,63012000
630,IRN,Iran,Yes,1947,1960,Persians,0.44,SENIOR PARTNER,,,9000,63009000
630,IRN,Iran,Yes,1947,1960,Azeri,0.24,JUNIOR PARTNER,,,4000,63004000
630,IRN,Iran,Yes,1947,1960,Kurds,0.08,POWERLESS,,,8000,63008000
630,IRN,Iran,Yes,1947,1960,Arabs,0.03,POWERLESS,,,1000,63001000
630,IRN,Iran,Yes,1947,1960,Baloch,0.02,IRRELEVANT,,,6000,63006000
630,IRN,Iran,Yes,1947,1960,Turkmen,0.01,POWERLESS,,,10000,63010000
630,IRN,Iran,Yes,1947,1960,Armenians,0.0058,POWERLESS,,,2000,63002000
630,IRN,Iran,Yes,1947,1960,Bahais,0.0049,IRRELEVANT,,,5000,63005000
630,IRN,Iran,Yes,1947,1960,Jews,0.0039,POWERLESS,,,7000,63007000
630,IRN,Iran,Yes,1947,1960,Assyrians,0.0034,POWERLESS,,,3000,63003000
630,IRN,Iran,Yes,1947,1960,Zoroastrians,0.0015,POWERLESS,,,12000,63012000
630,IRN,Iran,Yes,1961,1979,Persians,0.44,SENIOR PARTNER,,,9000,63009000
630,IRN,Iran,Yes,1961,1979,Azeri,0.24,JUNIOR PARTNER,,,4000,63004000
630,IRN,Iran,Yes,1961,1979,Kurds,0.08,POWERLESS,10601,10602,8000,63008000
630,IRN,Iran,Yes,1961,1979,Arabs,0.03,POWERLESS,24500,,1000,63001000
630,IRN,Iran,Yes,1961,1979,Baloch,0.02,POWERLESS,,,6000,63006000
630,IRN,Iran,Yes,1961,1979,Turkmen,0.01,POWERLESS,,,10000,63010000
630,IRN,Iran,Yes,1961,1979,Armenians,0.0058,POWERLESS,,,2000,63002000
630,IRN,Iran,Yes,1961,1979,Bahais,0.0049,IRRELEVANT,,,5000,63005000
630,IRN,Iran,Yes,1961,1979,Jews,0.0039,POWERLESS,,,7000,63007000
630,IRN,Iran,Yes,1961,1979,Assyrians,0.0034,POWERLESS,,,3000,63003000
630,IRN,Iran,Yes,1961,1979,Zoroastrians,0.0015,POWERLESS,,,12000,63012000
630,IRN,Iran,Yes,1980,2005,Persians,0.44,SENIOR PARTNER,,,9000,63009000
630,IRN,Iran,Yes,1980,2005,Azeri,0.24,JUNIOR PARTNER,,,4000,63004000
630,IRN,Iran,Yes,1980,2005,Kurds,0.08,DISCRIMINATED,24401,10602,8000,63008000
630,IRN,Iran,Yes,1980,2005,Arabs,0.03,POWERLESS,24500,,1000,63001000
630,IRN,Iran,Yes,1980,2005,Baloch,0.02,DISCRIMINATED,,,6000,63006000
630,IRN,Iran,Yes,1980,2005,Turkmen,0.01,DISCRIMINATED,,,10000,63010000
630,IRN,Iran,Yes,1980,2005,Armenians,0.0058,POWERLESS,,,2000,63002000
630,IRN,Iran,Yes,1980,2005,Bahais,0.0049,DISCRIMINATED,,,5000,63005000
630,IRN,Iran,Yes,1980,2005,Jews,0.0039,POWERLESS,,,7000,63007000
630,IRN,Iran,Yes,1980,2005,Assyrians,0.0034,POWERLESS,,,3000,63003000
630,IRN,Iran,Yes,1980,2005,Zoroastrians,0.0015,POWERLESS,,,12000,63012000
640,TUR,Turkey,Yes,1946,2005,Turkish,0.82,MONOPOLY,,,2000,64002000
640,TUR,Turkey,Yes,1946,2005,Kurds,0.17,DISCRIMINATED,26000,,1000,64001000
640,TUR,Turkey,Yes,1946,1995,Roma,0.0066,DISCRIMINATED,,,3000,64003000
645,IRQ,Iraq,Yes,1946,1958,Shi'a Arabs,0.63,JUNIOR PARTNER,,,2000,64502000
645,IRQ,Iraq,Yes,1946,1958,Sunni Arabs,0.19,SENIOR PARTNER,,,3000,64503000
645,IRQ,Iraq,Yes,1946,1958,Kurds,0.17,POWERLESS,,,1000,64501000
645,IRQ,Iraq,Yes,1959,1963,Shi'a Arabs,0.63,JUNIOR PARTNER,,,2000,64502000
645,IRQ,Iraq,Yes,1959,1963,Sunni Arabs,0.19,SENIOR PARTNER,,,3000,64503000
645,IRQ,Iraq,Yes,1959,1963,Kurds,0.17,SEPARATIST AUTONOMY,17400,,1000,64501000
645,IRQ,Iraq,Yes,1964,1975,Shi'a Arabs,0.63,POWERLESS,,,2000,64502000
645,IRQ,Iraq,Yes,1964,1975,Sunni Arabs,0.19,MONOPOLY,,,3000,64503000
645,IRQ,Iraq,Yes,1964,1975,Kurds,0.17,SEPARATIST AUTONOMY,17400,,1000,64501000
645,IRQ,Iraq,Yes,1976,1990,Shi'a Arabs,0.63,POWERLESS,16201,,2000,64502000
645,IRQ,Iraq,Yes,1976,1990,Sunni Arabs,0.19,MONOPOLY,,,3000,64503000
